text,label,0,1,2,3,4,5,6,7,8,9,10,11
This was the democrats plan all along.  It also ties in with the Democrats Clintons Gates Big Pharma Soros WEF the UN the EU and their plans to vaccinate the world (nudge with Wuhan virus release) &amp; surrender US sovereignty to UN governance.,COCO evaluation CONSPIRACY,1,1,3,1,1,1,1,1,1,1,3,1
"They have entered conspiracy theory territory. QAnon people already believe Covid is a hoax and Nicola Sturgeon is ""an agent of the cabal"". Now Labour (no such thing as Scottish Labour) are actively encouraging it.  When a vaccine is released this is going to have consequences.",COCO evaluation RELATED,1,1,1,2,1,1,1,1,1,1,1,1
Mary I used to admire you. Then I worried about your inability to understand Irelands quarantine rules. Now I despair that you are citing the patently insane ramblings of Jim Corr and the Anti vaxx/ chemtrails/ conspiracy theorists movement. You are now dangerous please stop.,COCO evaluation RELATED,1,1,2,1,1,1,1,1,1,1,2,1
MSDNC MK-Ultra Mass Mind Control. These characters are dramatizing a cultivated trance state mindset. This is the real 'pandemic' - a psychopathological virus implanted in your mind. That's [MSDNC] in a nutshell! That's the demonic-rat-tick mindset......,COCO evaluation CONSPIRACY,1,3,1,1,1,1,1,1,1,1,1,1
Hello  can one report a channel that deals essentially in misleading information (e.g. about COVID-19 masks etc.) and in conspiracy theories (Qanon-style stuff) ? Were talking Alex-Jones-level rubbish but in French which allows him to fly under the radar. 1/2…,COCO evaluation RELATED,1,1,1,1,1,1,1,1,1,1,2,1
"Well; duh genius! How about the FACT that the total number of deaths is less than 1/2% of the TOTAL population? AND do we REALLY trust those numbers? NO! How many have died from other complications; but were labeled as COVID-19 so as to increase funding? ""PLANDEMIC!""",COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,1
158 thousand dead  Americans murdered by Trump ignored all the warnings of infectious disease experts in Nov fired 45 American scientists in China working on the protection of Americans from just such pandemic threats and a plandemic left by the Obama administration.,COCO evaluation CONSPIRACY,1,1,1,1,3,1,1,1,1,1,1,1
If you believe that all of this chaos and death was caused by the coronavirus you are completely lost. Look up agenda 21 human depopulation. This was planned to happen starting from like 1920s or something. Research the corona virus and you’ll see for yourself that it’s not what,COCO evaluation CONSPIRACY,1,1,1,1,3,1,3,1,1,1,1,1
What percentage of top members of the Trump administration believes COVID-19 is a bioweapon  All probably. What they ALL know without a doubt brain hacking is possible  Because I caught the NSA &amp; they were spying on me while my people warned me.,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,3
How can it be how its been for the last 30 years in a pandemic caused by Democrats amongst others? its alot of bullshit going on in America and if you open your eyes you too will see that  is not your enemy unless that is if you are apart of the deep state...,COCO evaluation CONSPIRACY,1,1,1,1,3,1,1,1,1,1,3,1
What a pack of vicious sheeple there is no medical reason to wear a mask there are 7.000 pple in Victoria with a virus they are in quarantine why do the rest of the state have to be in quarantine too.  This is gross over reach by ignorant cops.,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,1,3
This has been my primary problem talking about COVID with people. I don't have to deal with the insane plandemic conspiracy theorists here but there are people who are lax because they think everybody should just take care of their own health and that's it.,COCO evaluation RELATED,1,1,1,1,2,1,1,1,1,1,1,2
Spiro I saw a bit from dollar vigillante this morning and shows a blogger showing that the deep state destroyed the food silos in Beirut along with food silos and warehouses in 5 other countries and in Minnesotta. The food war is on. Covid19 is just smoke and mirrors.,COCO evaluation CONSPIRACY,1,1,1,3,1,1,1,1,1,1,3,1
Why so sad? A pandemic/economic catastrophe/era of racist oppression and misrule by a moronic Mob Boss and Crime Syndicate backed by an antichrist cult of Good White Christians is supposed to be a *happy* occasion!  Let's not bicker and argue about *who* killed *who*!,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,3,3,1
If you are not 77th brigade go to Bitchute and find video: (on Debess Channel) - 'Alan Watt May 3 2020 'We're the Fodder for latest New World Order'. 3.5 hrs explanation. Twatter does not allow share of it. Covers EVERYTHING. Covid after 1st hr.,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,3,1,1,2,1
There never was any pandemic in even for one single second. The world is getting destroyed by NWO globalists  -  HONEST scientists and HONEST doctors scream about this hoax and you still didn't wake up ??? Get supply of food for minimum 6 months!! and access to drinking water!!,COCO evaluation CONSPIRACY,1,1,1,3,1,1,1,3,1,1,1,1
Un shut ur thrash is covid the only death toll in the worldbillions are dieing in hands of terrorist in Africa yet you only fighting covid becus u wanna use covid to bring a new world orderbut ur plan has already fail so u can stop the drama all these is a scam.,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,3,1,1,1,1
The video is joking that the conspiracy theorists think that the masks are part of the bill gates Covid vaccination population control microchipping &amp; super surveillance civil rights destroying Soros MSM fake news anti TrumpAmerican/British/(insert other) agenda!!! (I think),COCO evaluation RELATED,1,2,2,1,1,1,2,1,1,1,2,1
"The pain (frequency &amp; implant attacks) in my throat comes and goes in a matter of seconds just like all these other frequency affects and attacks. I keep getting the word ""corona virus"" coming into my head this morning also.",COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Quarantine is a word used for sick people so how are Governors allowed to order healthy people placed under house arrest? Nothing social about forced isolation and the new normal is nothing but a communist phrase used for mind control nothing normal about forced isolation!,COCO evaluation CONSPIRACY,1,3,1,1,1,1,1,1,1,1,1,3
President Trump has signed Four EO to help the American people during the COVID PlanDEMic and Economic recovery due to this virus.  He is working for the benefit for the people against the Democrats wishes to bail out badly run Democrat States and for new Voter Laws! God Bless🇺🇸,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,1
Capitalist new world order Analytics is the only consideration on the table for establishments. In Africa/part of South America Malaria/TB is a major NCD menace requiring emergency. Strangely much attention is given to such. Covid-19 vaccine is profit oriented hence it is safe,COCO evaluation CONSPIRACY,1,1,3,1,1,1,1,1,1,1,1,1
"Yrs ago Richard replaced me with political soulmate ""Chris."" I glanced over Chris' FB last nite. Still a flat-earther. Still says we're sheeple. Loves Trump. Now says COVID is not killing &amp; a vaccine will inject us with nanobots. I think he's not mentally well. And he votes.",COCO evaluation RELATED,1,2,2,2,1,1,1,1,1,1,1,1
hh is not the coming of the antichrist in a form of a tv show. its not perfect but u are truly being despicable when u say shit like “eugh one pandemic at a time” at it being greenlit LIKE ACTUALLY THATS INSENSITIVE cuz its downplaying covid? shut up,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
The day I realized Corona was a false flag.  I started telling my family to pay the landlord something.  Talk to them and you know what it worked out well for the ones who took the time and allowed the landlord to be involved.,COCO evaluation CONSPIRACY,1,1,1,3,1,1,1,1,1,1,1,1
Bc these fucktard politicians have told us we couldn’t have weddings funerals or hold our dying relatives’ hands bc of the Covid 1984 scamdemic while they live their lives and laugh at the sheeple going along with the scamdemic.,COCO evaluation CONSPIRACY,1,1,1,3,1,1,1,1,1,1,3,1
CDC: “some racial and ethnic minority groups are being disproportionately affected by COVID-19.” These groups are to be among the first to receive it. If I was a member of these groups &amp; knew about population control &amp; the eugenics movement I’d be concerned. #MoreThanMeetsTheEye,COCO evaluation CONSPIRACY,1,1,1,1,1,1,3,1,1,1,3,1
"My way of dealing with that is that I go with it.  Ie: ""they will put microchips in the vaccine for covid to track us without our consent"" All right if they do which manufacturer will make 8 millions (quebec size) of microchip for vaccines?",COCO evaluation RELATED,1,2,2,1,1,1,1,1,1,1,2,1
Americans all know what Democrats have been offering in pandemic relief... and that Trump just told them they're only getting $400 instead.   In an election year?  Yeah... I'm fine with GOP's electoral strategy.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
"What you call a pandemic I call a ""Plannedemic""✔🆘️🌍😢  The 1% ORDERED a GLOBAL DEPOPULATION. I'm trying to prevent THAT. &amp; SAVE MY NATION SO WE GET A FUTURE. THERE'S MANY THING'S NEEDING 2B ADDRESSED IF WE WANNA SURVIVE THEIR PLANS FOR US. coming soon...",COCO evaluation CONSPIRACY,1,1,1,1,3,1,3,1,1,1,1,1
Trump is the one with the damn common sense not running around like a p*ssy with a useless mask on which is simply used for mind control and fear mongering. All the “covid” deaths that have NOT been due to covid....only labeled as such for the monetary incentive they get.,COCO evaluation CONSPIRACY,1,3,1,3,1,1,1,1,1,1,1,1
The “pandemic” is fake designed by MSM and the Deep State opponents of the USA to destroy the economy. It also creates opportunities for Big Pharma a corrupt high profit cartel to score some big money with vaccine or meds..Covis is no worse than the common flu. All solid bullshit,COCO evaluation CONSPIRACY,1,1,1,3,1,1,1,1,1,1,3,1
generated to repay back this loans taken from China.  Or is this part of the grand geopolitical assault against China by Western nations led by the US? Nigerian politicians should carefully assess the national interests as a new world order evolve post COVID-19.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Where have I said the world is out to get me? Or chemtrails? Please do enlighten me how I took anything out of context from the ABS link? Can you not read English? The US and UK have both retracted many of their covid deaths and that will continue as more of the truth comes out.,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,1
"Chris Cox embarrassed himself in this interview. He tried 2 slip ""Plandemic"" into the convo instead of Pandemic. He was caught &amp; had 2 back pedal. I wonder wht coroners he was tlking abt tht faked death certificates. He was asked 4 names. Hmmm",COCO evaluation RELATED,1,1,1,1,2,1,1,1,1,1,1,2
I blew up at her when she gave me shit about my daughter still being in daycare in mid-March (she started staying home with me shortly after) but called the pandemic a “DS plandemic”. Like choose your lane. If it was fake why care about your granddaughter in daycare?,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
then why does he have a DARPA and DOD contract to enforce the vaccines to include quantum dots? Every company currently in a fight for a vaccine he has money invested into. Science is the cause of covid not wet markets. Better learn to blame the field you put your life into.,COCO evaluation CONSPIRACY,1,1,3,1,1,1,1,1,1,1,1,1
"Why are you dismissing all my worries within mere minutes?  Police acting as Gestapo: ""Cabal False Flag""  Trump promoting vaccins: ""Vaccin = Army""  Trump fearporning the shit out of Covid: ""Beat them with their own game""  Why so fast? Why so sure? No doubts?",COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
😆😆😆😆 he wrecked the economy? No your bullshit lockdowns &amp;fake pandemic &amp;fear mongering wrecked the economy. Open up get back to school and quit whining. Let the man bring us back to where we were in early March 2020 before your planDemic started😡,COCO evaluation CONSPIRACY,1,1,1,3,1,1,1,1,1,1,1,1
What this pandemic has shown me is that there are exponentially more frighteningly naive people in the country than I expected. Not just Maga people either. I'm talking new age spiritual type folks/hippy like people are all on the Qanon bus or other conspiracy theories.,COCO evaluation RELATED,1,1,1,1,1,1,1,1,2,1,2,1
Where’s the AJC with a public discussion about this? About Trump’s recent remarks about a Jewish litmus test? About the rise in Soros conspiracies since COVID?  No a black celebrity who actually is growing and learning has to go through this while they fly free.   Sickening.,COCO evaluation RELATED,1,1,1,1,1,1,1,1,1,1,2,1
"i won't say i have completely forgone ""fast food"" if my body wants a veggie burger my body gets a veggie burger but after covid 99% of the food i've eaten has been prepared by myself. i have prioritized eating local when available and favoring seasonal produce.",COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
I hope not. Remember her smoking pot while listening to tupac. As a PHD maybe you can explain that. Maybe PHD stands for “piled higher and deeper “ in your case and I will wait for your reply as i am in Covid prison so have the time.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Yes! Old friends who used to be relatively left leaning keep sharing Qanon pedophile posts &amp; trying to make it about Covid. It is EXHAUSTING &amp; upsetting as someone who has actually been a victim of child sexual abuse which I keep telling them &amp; they keep ignoring. Scary stuff.,COCO evaluation RELATED,1,1,1,1,1,1,1,1,1,2,2,1
Do you understand the Covid factor on the growth/contraction that Narayan Murthy was referring to?  Or simply tweeted something.   Is there growth in Congress ruled states? Ask MMS if you don't understand what Murthy said.  PS: If you remain silent people may think you're wise,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Do you really believe those numbers? How many were actually from covid vs how many with covid? All this trouble over what is basically just a new strain of the flu. But you keep on lapping up the koolaid like a good little sheeple,COCO evaluation CONSPIRACY,1,1,1,3,1,1,1,1,1,1,1,1
Stop and think ! Kamala Harris Joe Biden lies.  “Trump celebrates NAZI “ Kamala Biden funded by George Soros.Nazi sympathizer  “Trump mishandled pandemic “ Trump major expeditious making VENTILATORS  “TRUMP PLUNGED US INTO A WORK CRISIS” Trump closed nothing the Dem GovS. did.,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,1
Colgate University (Illuminati family school worships the #13) just  scammed its students with late announcement of immediate quarantine in dorm rooms upon returning to campus.   For 2 weeks.   What if positive test returns????  Forced vaccinations?????,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
The monthly death ritual is bs   I just can’t even deal w. my child feeling those kind of cramps. My mom was apologizing to me earlier like it was her fault for mines.  I’m just glad we are homeschooling her because it would ruin her life. (Like covid ain’t doing that...ugh).,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
"I talked to my dad the other night and got: Bill Gates covid was designed in a lab there's no research to prove 5g _won't_ kill us all universities and academic language are dangerous... I asked him ""have you heard of qanon?"" and got a weird silence and then ""yes."" Fuuuck.",COCO evaluation RELATED,1,2,2,1,1,2,1,1,1,1,1,1
This pandemic has shifted my relationship with nature. The beach the ocean have always been my number 1 way to be in spiritual communion with the Earth as someone who walks with water spirits. But the beaches are a bit frightful and crowded these days even with covid.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Since the fetus worshipers blocked me you can mention to them that there is new data showing Covid causing miscarriages in second trimester pregnancies. Not that they care of course.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
This is not the end if freedom in America. This is the end of freedom in the world. The virus is just a flu virus. The “pandemic” is a false flag coup by Nazi Globalist billionaires like Bill Gates Most Americans don’t even care.,COCO evaluation CONSPIRACY,1,1,1,3,1,1,1,1,1,1,3,1
biden wont win shit bro all of this shit is planed just like corona   trump whose real surname is rothschild will win the re election of course we got 3 to 4 more years before we crash and ultimately go into hyperinfation   maybe its more than 3-4 years date prediction is shit,COCO evaluation CONSPIRACY,1,1,1,1,3,1,1,1,1,1,1,3
Just straight up saw two seemingly normal people on my feed post save the children ignore Covid hashtags directly from QAnon accounts. Plleeeeeeasee people do your research learn about this insane cult before you share their dangerous nonsense. You are being used.,COCO evaluation RELATED,1,1,1,1,1,1,1,1,1,1,2,1
COVID-19 is indeed a very deadly virus. But the reaction to it by governments is worse. This is being used and prolonged in order to make us submit to authoritarianism. #Hydroxycholoroquine is being supressed for forced vaccinations. This is a worse attack than 9/11.,COCO evaluation CONSPIRACY,3,1,1,1,1,1,1,1,1,1,3,1
PharmD ChemE Nuclear Pharmacist BCPS AU Quantum &amp; Kineticicist.  We need the National Guard helping a lot this fall. Whenever there's a pandemic it shows up in the South in summer then starts when schools open in the north. No vaccine - RTE MEALS - give grocers a break!,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Yes. The Left is superb at getting the Right to overreact to provocations. In this case it's drawing the ultra-right loons who think COVID is a hoax the anti-vaxxers the Bill Gates microchip conspiracy theorists and other assorted nutcases right into the public eye.,COCO evaluation RELATED,1,2,2,2,1,1,1,1,1,1,1,1
"True. The CV19 pandemic is an ""opportunity"" for Bill Gates to achieve his goals of huge profits from regular global vaccine sales &amp; depopulation to reduce CO2. Any cheap or free treatment for CV19 is competition he doesn't want! Sell abt 7bn vaccines kill abt 10% of pop! Repeat",COCO evaluation CONSPIRACY,1,1,1,1,1,1,3,1,1,1,1,1
"Correct of course not. What they call ""viruses"" do not exist has never been proven. That's one of the reasons they do not do autopsies. The pandemic drill works just fine better than expected they're so happy all sheeple still are on it 😁",COCO evaluation CONSPIRACY,1,1,1,3,1,1,1,1,1,1,1,1
Drop the mask mandate!! It's garbage you know it is!! This plandemic is ruining America! Stand it be a true leader and let the masks go.... I seen other state reps stating it didn't matter how you died as long as you had covid 19 in your body it's marked a covid death#all wrong,COCO evaluation CONSPIRACY,1,1,1,1,3,1,1,1,1,1,1,3
My (very) modest contribution to the post-Covid new world order: If a company lets you book or buy online it should be required to let you cancel online and not only via phone.   I feel I am speaking on behalf of everyone cancelling Dutch and French holidays today.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Hey Tracy Do you know how to read? Trump is the only president of USA in the last 20 years Who does not start wars justo ends 'em. Probably COVID was released by the Chinese with the support of your  loved deep state to end it.Greetings from Europe.Don't forget to study♥️,COCO evaluation CONSPIRACY,1,1,1,1,3,1,1,1,1,1,3,1
Our personal consumer choices have ecological social &amp; spiritual consequences. It is time to re-examine some of our deeply held notions that underlie our lifestyles.David Suzuki.  COVID-19 tells us to act in accordance with Public Health: January 2020 Global Pandemic dictates,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
nope. It really is astounding when I overhear customers at work talk about dumb shit like excited to be back at the office in the midst of a pandemic like wow doesn't it get hot with all that wool on your fucking back you sheeple? I hate everyone lol.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Our personal consumer choices have ecological social &amp; spiritual consequences. It is time to re-examine some of our deeply held notions that underlie our lifestyles.David Suzuki.  COVID-19 tells us to act in accordance with Public Health: January 2020 Global Pandemic dictates,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Democrats encourage testing centers &amp; hospitals to lie &amp; inflate Covid numbers to make the plandemic worse than it is. Fraud going on in every state. We need prosecutions for anyone caught in this scam. We had a person here killed in a motorcycle accident classified Covid death.,COCO evaluation CONSPIRACY,1,1,1,3,1,1,1,1,1,1,1,1
I guess it is no surprise but it turns out not having real church for a long time has not been good for my soul.  Speaking just for myself.   But am at a point where I weigh the physical and emotional risks of COVID-19 with the spiritual and emotional risks of no regular church.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Oh yeah me too Elon. The world is locked down for a fake pandemic so the US can be destroyed by the communists to usher in the Globalist NWO that is designed to kill 85% of the world's population and enslave the rest. But I worry about comets.,COCO evaluation CONSPIRACY,1,1,1,3,1,1,3,3,1,1,1,1
If you think mask mandates for COVID are the next step in government mind control just say you don’t care about other people or your family/friends with your chest😤 fuck it why don’t y’all open up a kissing booth and make out with each other and see what happens,COCO evaluation RELATED,1,2,1,1,1,1,1,1,1,1,1,1
Anything from the CDC is BS. Citing them proves that you’re not able to think for yourself. The goal was to stop the hospitals from being overwhelmed. Check. now it’s morphed into don’t be selfish. F that! y’all are idiots. Masks are useless. Covid is a #Plandemic,COCO evaluation CONSPIRACY,1,1,1,1,3,1,1,1,1,1,1,3
I hate covid... I’m just trying to do what’s right but I hate missing out on my friend’s most important moments in life   Is it a sham? Is it a “plandemic”? Is it a government hoax? I don’t know bro you tell me.  I feel like a shit friend. Went thru hell and back with this guy 😞,COCO evaluation RELATED,1,1,1,2,2,1,1,1,1,1,1,1
There’s a guy who started walking the outside perimeter of the gym during quarantine. Haven’t seen him in a while bc I started going earlier but he’s here now. Homeboy has lost a ton of weight and has forgone the ankle and wrist weights. Just wanted to give him props. 👏🏼👏🏼👏🏼,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Do you know you can’t find a tweets from Trump or his campaign dealing with Covid-19 or what is going to do to help Americans through it.  You may find a straggler. But now if you are QAnon supporter or police department who regularly kills back people he is right there with you,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
You can’t find a tweets from Trump or his campaign dealing with Covid-19 or what is going to do to help Americans through it.  You may find a straggler. But now if you are QAnon supporter police department who regularly kills back people or neo-nazis he is right there with you,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
You can’t find a tweets from Trump or his campaign dealing with Covid-19 or what is going to do to help Americans through it.  You may find a straggler. But now if you are QAnon supporter police department who regularly kills back people or neo-nazis he is right there with you,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Past four years have seen Democrat spying coup attempt cancel culture collusion media cronyism Democrat city rioting tech censorship Deep State influence &amp; pandemic used w death from nursing homes &amp; HCQ blockage for politics. Marx &amp; 1984 on steroids. History won’t be kind.,COCO evaluation CONSPIRACY,3,1,1,1,1,1,1,1,1,1,3,3
You can’t find a tweets from Trump or his campaign dealing with Covid-19 or what is going to do to help Americans through it.  You will find Trump tweets where he openly supports QAnon believers police department who regularly kill black people &amp; neo-,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,1,3
Covid the movie is going to be a tough sell.... Everyone sitting at home doing nothing and when they get the chance to go outside they have to wear a non medical mask to fit in with the rest of the sheeple.... Maybe follow me when I tell them about boarding the train in 1940s,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,1
#QAnon--has grown into a religious-political cult. The pandemic has been a gift to the QAnon cult as they prey on frightened people who are trying to make sense of the world during a deadly pandemic. The  needs to take this online radicalization much more seriously.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Good to hear many are beginning to dig deep and realising this #plandemic is an attack on their families and communities. Covid Phase 1 is a 'live' exercise. People are being monitored and their reactions recorded for future reference. Covid Phase 2 will be extremely testing.,COCO evaluation CONSPIRACY,1,1,1,1,3,1,1,1,1,1,1,1
Covid isn't something to be assessed in a win/lose matrix.  1)In terms of quantum of vulnerable population- proportion of elderly NCD burden exposure to international travellers etc- Kerala had perhaps the highest risk amongst Indian states  2) Only the number of deaths matter.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
The virus isn't BS. My friend's sister was in the hospital for 4 days because of COVID. However I do believe it is being used for a practice run of authoritarian practices by the deep state democrats. (Coming from a registered dem who is totally disenfranchised with his party.),COCO evaluation CONSPIRACY,1,1,1,2,1,1,1,1,1,1,3,1
In Peru a terrible catastrophe is happening thanks to the current government that began in 2016 with the agent of the Rothschild Grand Bank named Pedro Pablo Kuczynski driven by corruption his successor Vizcarra continues to destroy Peru and the pandemic is his useful tool,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,1
1. Where did I cheer the death of his brother? 2. Stop watching Fox News and start thinking critically. This isn’t a deep state issue it’s a global pandemic that our Federal govt has failed to lead on (as have a handful of other govts).  3. You can tone down the rhetoric a bit.,COCO evaluation RELATED,1,1,1,1,1,1,1,1,1,1,2,1
I see they are opening health concentration camps around the world like in  Canada. Now we know how easy it was for hitler to fool the people. Keep telling a lie over and over.  New normal= new world order. After covid we will be dying From climate change.  Next hoax please.,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,3,1,1,3,1
“We know there is going to be cheating” you and Trump have been saying for weeks.... But he’s in charge! Try asking: “Mr President what is your plan to mitigate the risks and support the USPS during this pandemic?” It’s not a forgone conclusion! Do your job.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
So if you schedule a test and cancel your appointment or die in the interim they mark it as a positive test for Covid. Therefore all deaths even if it’s a freak accident with pending Covid tests scheduled are declared deceased due to Covid. Nuts. #Sheeple,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,3
45% Trump supporters believe Postal Service is not trust worthy. 45% Trump supporters think Galactic Council bringing an army to destroy deep state. Media fails to highlight it is Republicans who cater to 45% to deny Covid-19 relief. Was Mitch kidnapped by Galactic Council?,COCO evaluation RELATED,1,1,1,1,1,1,1,1,1,1,2,1
Do Democrats of today realize the rest of us consider them to be:  Retarded Can't survive without a handout Morally corrupt  Possibly Demonically possessed Supporters of baby murder Believers in pseudo-science (pandemic-masks) Mind controlled by Satan?  Asking for a friend.,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,2,3,3,1
I think 4 of them? Some sorority sisters. She spent the whole pandemic in New York so she knows the smart things to do but the chances of that holding up to being against 60k peers with limited ability or willingness to mask/distance are slim I’d guess.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Bill gates has installed tracking software on all windows computers! If youre getting too close to the truth about Child Trafficking &amp; COVID they will send your information to the deep state and you will be the first one to get rounded up!The software called System32 delete it!!,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,2,3
They put covid patients into nursing homes to kill enderly protest with criminals promote racism hoaxes let's violent criminals out of jail promote open borders stage false flag attacks that kill people promote policies to destroy the nation promote voter fraud.,COCO evaluation CONSPIRACY,1,1,1,1,1,1,3,1,1,1,3,1
Nothing to do with covid. 100 % about control took there guns over a false flag event and now total totalitarian. People need to rise up like the yellow vest in France did. The only way to get freedom back. Food shortages the next method of control.,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,1
Anyone following $NVST? Business spent an average of $165mn/year over last three years (6% of revs) on R&amp;D and revenues declined. Sure new products are coming but they may cannibalize old. Ex China value implants how is this business going to grow? Especially in post-covid.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
You are absolutely correct President Trump.  Obama made our lives worse he and Soros created Antifa BLM and the hate for our Police.  You have made our lives so much better.  Democrats took advantage of the pandemic along with the media.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
So slowing down the post office and taking away sorting machines that sort millions of pieces of mail in the middle of a pandemic is somehow going to strike a blow to the fictitious deep state?  It is just another dirty trick out of Nixon's Playbook better known as rat fucking,COCO evaluation RELATED,1,1,1,1,1,1,1,1,1,1,2,1
It seems like this would be so easy for our President to do.  Now I'm finding out that 5G being implemented ties into the covid - 5G will slowly kill people for population reduction in our world.  Please comment on this 🙏🇺🇸❤️🤍💙Give us Patriots some hope~,COCO evaluation CONSPIRACY,1,1,1,1,1,3,3,1,1,1,1,1
Global COVID Restrictions and BLM exposed that a NWO is already currently operating...enforced by synchronized propaganda...  The current War behind the scenes is for what that NWO will look like...to serve the People or to oppress the People...,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,3,1,1,3,1
Damn I was in a half way good mood after night 2 of the DNC but now I'm depressed. COVID is trying to kill me as are the Dems &amp; GOP'rs the Deep State whoever in the hell they are those Mason folks Bill Gates &amp; Warren Buffet. Who can I trust?,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,1
EXACTLY!  that is why with the help of CHINA the DEMONcrat party UNLEASHED the bioweapon corona virus on the world remember they want to depopulate the world anyway. God is for being fruitful and multiplying and satan is for death by depopulating - DEMONcrat party is EVIL,COCO evaluation CONSPIRACY,1,1,1,1,3,1,3,1,1,3,1,1
Uhm your ignorance to the fear pandemic and the faulty virus tests in order to impact the elections and how trump is trying to expose the deep state from pedophilia while media keeps using fear propaganda to make everyone feel like shit. Yah go outside and get some sunlight.,COCO evaluation CONSPIRACY,1,1,1,3,1,1,1,1,1,1,3,1
*The bombshell new film “Plandemic II: inDOCTORnation” was released yesterday and this film unleashes bombshell after bombshell about Dr. Fauci the CDC the WHO the corrupt vaccine industry the NIH under Obama &amp; the whole pandemic scam!  Twitter won't let me include the link,COCO evaluation CONSPIRACY,1,1,1,3,1,1,1,1,1,1,3,1
A women on Yorkshire Calendar news. Worked for nhs 30 years. And they haven’t fixed her broken arm in 9 months and waiting. What an absolute disgrace. Empty covid wards causing trouble or just under orders to be bad star ds to decent people. Nwo policy,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,3,1,1,1,1
https://www.naturalnewsdotcom/2020-08-19-plandemic-ii-indoctornation-film-released-covid-19.html  Plandemic II: inDOCTORnation film released – here are the most damning outtakes that expose the criminal fraud of Fauci the WHO and the CDC,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,3
I am not clergy but why not use Facebook to encourage and inspire your congregation especially during this season of COVID19? Show them  books you are reading; post interesting memes; ask them to share their spiritual questions. Model a positive way to use social media.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
